payment_id,issuer,payment_method,amount_inr,status,error_reason,hour_of_day,day_of_month
pay_northwind_1166,Airtel Payments Bank Limited,upi,42.35,failed,payment_declined,0,1
pay_northwind_1167,Bank of Baroda,upi,158.76,captured,,5,6
pay_northwind_1168,HDFC Bank Ltd.,upi,717.69,captured,,0,16
pay_northwind_1169,Bank of Baroda,upi,186.61,captured,,4,10
pay_northwind_1170,Canara Bank,upi,111.69,captured,,2,26
pay_northwind_1171,HDFC Bank Ltd.,upi,182.74,captured,,4,16
pay_northwind_1172,Bank of Baroda,upi,29.61,failed,transaction_limit_exceeded,1,3
pay_northwind_1173,Canara Bank,upi,478.24,captured,,3,28
pay_northwind_1174,Fino Payments Bank Ltd.,upi,317.15,failed,payment_session_expired,4,17
pay_northwind_1175,State Bank of India,upi,122.6,captured,,0,2
pay_northwind_1176,State Bank of India,card,959.23,failed,bank_not_enabled,2,19
pay_northwind_1177,Bank of Baroda,upi,156.06,failed,transaction_daily_count_exceeded,5,19
pay_northwind_1178,Axis Bank Ltd.,upi,4465.98,failed,bank_account_validation_failed,23,8
pay_northwind_1179,State Bank of India,upi,355.34,captured,,12,24
pay_northwind_1180,ICICI Bank Ltd.,upi,35.21,captured,,5,16
pay_northwind_1181,HDFC Bank Ltd.,upi,974.08,captured,,2,19
pay_northwind_1182,Axis Bank Ltd.,netbanking,202.3,captured,,23,12
pay_northwind_1183,ICICI Bank Ltd.,upi,62.59,captured,,4,7
pay_northwind_1184,State Bank of India,upi,50.96,captured,,12,4
pay_northwind_1185,Indian Bank,upi,362.01,captured,,22,15
pay_northwind_1186,State Bank of India,upi,295.7,captured,,7,19
pay_northwind_1187,Airtel Payments Bank Limited,upi,31.68,captured,,1,13
pay_northwind_1188,Indusind Bank Ltd.,upi,787.64,captured,,0,7
pay_northwind_1189,HDFC Bank Ltd.,upi,964.99,captured,,1,22
pay_northwind_1190,Axis Bank Ltd.,upi,149.75,captured,,23,21
pay_northwind_1191,State Bank of India,card,16.66,captured,,4,3
pay_northwind_1192,Axis Bank Ltd.,upi,587.55,captured,,15,5
pay_northwind_1193,State Bank of India,card,843.87,captured,,2,19
pay_northwind_1194,Bank of Baroda,upi,4943.74,captured,,1,14
pay_northwind_1195,Bank of Baroda,upi,594.53,captured,,5,13
pay_northwind_1196,Axis Bank Ltd.,upi,131.16,captured,,4,19
pay_northwind_1197,HDFC Bank Ltd.,upi,33.65,captured,,3,26
pay_northwind_1198,State Bank of India,upi,514.86,captured,,23,1
pay_northwind_1199,Union Bank of India,upi,622.35,captured,,8,13
pay_northwind_1200,State Bank of India,card,3938.36,captured,,1,8
pay_northwind_1201,State Bank of India,upi,135.05,captured,,1,20
pay_northwind_1202,Indian Bank,upi,671.27,captured,,3,10
pay_northwind_1203,Punjab National Bank,upi,314.44,captured,,0,6
pay_northwind_1204,HDFC Bank Ltd.,upi,883.51,captured,,20,25
pay_northwind_1205,Canara Bank,upi,639.57,captured,,19,20
pay_northwind_1206,Indian Overseas Bank,upi,41.42,captured,,3,26
pay_northwind_1207,Union Bank of India,upi,33.54,captured,,2,7
pay_northwind_1208,State Bank of India,upi,729.89,captured,,1,20
pay_northwind_1209,State Bank of India,upi,383.65,captured,,2,11
pay_northwind_1210,State Bank of India,upi,41.35,captured,,23,24
pay_northwind_1211,HDFC Bank Ltd.,upi,47.74,captured,,5,21
pay_northwind_1212,State Bank of India,upi,60.26,captured,,4,17
pay_northwind_1213,Bank Of India,upi,822.8,failed,bank_not_available,2,15
pay_northwind_1214,State Bank of India,upi,104.36,captured,,3,12
pay_northwind_1215,Indian Bank,upi,67.94,captured,,22,21
pay_northwind_1216,Indusind Bank Ltd.,upi,905.93,failed,credit_limit_expired,23,4
pay_northwind_1217,State Bank of India,upi,2945.77,captured,,23,1
pay_northwind_1218,Bank of Maharashtra,upi,400.53,captured,,5,8
pay_northwind_1219,Punjab National Bank,upi,905.21,captured,,5,8
pay_northwind_1220,Central Bank of India,upi,1549.61,captured,,23,23
pay_northwind_1221,Punjab National Bank,upi,690.36,captured,,5,10
pay_northwind_1222,HDFC Bank Ltd.,upi,803.31,captured,,0,4
pay_northwind_1223,HDFC Bank Ltd.,upi,424.39,captured,,4,17
pay_northwind_1224,ICICI Bank Ltd.,upi,730.45,captured,,13,18
pay_northwind_1225,State Bank of India,upi,4837.85,failed,invalid_request,15,8
pay_northwind_1226,State Bank of India,upi,3240.17,captured,,2,21
pay_northwind_1227,Bank Of India,upi,831.45,captured,,23,28
pay_northwind_1228,Bank Of India,upi,706.39,captured,,23,16
pay_northwind_1229,HDFC Bank Ltd.,netbanking,16.42,captured,,20,8
pay_northwind_1230,Union Bank of India,upi,18.48,failed,collect_request_pending,2,28
pay_northwind_1231,Bank of Maharashtra,upi,74.8,failed,credit_limit_exceeded,3,14
pay_northwind_1232,Axis Bank Ltd.,upi,304.56,captured,,17,28
pay_northwind_1233,Federal Bank Ltd.,upi,124.55,captured,,2,12
pay_northwind_1234,State Bank of India,card,46.03,captured,,4,15
pay_northwind_1235,Central Bank of India,upi,522.53,failed,transaction_frequency_limit_exceeded,5,18
pay_northwind_1236,India Post Payments Bank Limited,card,149.98,captured,,21,23
pay_northwind_1237,Axis Bank Ltd.,upi,85.99,captured,,4,16
pay_northwind_1238,Bank of Baroda,upi,770.65,captured,,3,10
pay_northwind_1239,State Bank of India,upi,71.97,captured,,1,17
pay_northwind_1240,Punjab National Bank,upi,18.2,captured,,2,24
pay_northwind_1241,ICICI Bank Ltd.,upi,693.18,captured,,4,22
pay_northwind_1242,HDFC Bank Ltd.,netbanking,12.36,captured,,1,5
pay_northwind_1243,Central Bank of India,upi,715.82,captured,,2,11
pay_northwind_1244,Punjab National Bank,upi,2534.22,captured,,3,28
pay_northwind_1245,Bank Of India,upi,86.59,captured,,0,3
pay_northwind_1246,UCO Bank,upi,737.41,captured,,19,14
pay_northwind_1247,State Bank of India,upi,12.95,captured,,2,28
pay_northwind_1248,Airtel Payments Bank Limited,card,85.6,captured,,2,22
pay_northwind_1249,HDFC Bank Ltd.,upi,49.08,captured,,4,28
pay_northwind_1250,State Bank of India,upi,170.51,failed,mobile_number_invalid,2,25
pay_northwind_1251,HDFC Bank Ltd.,upi,292.11,captured,,2,16
pay_northwind_1252,State Bank of India,upi,353.42,captured,,4,3
pay_northwind_1253,Punjab National Bank,upi,189.24,failed,transaction_daily_limit_exceeded,0,24
pay_northwind_1254,Airtel Payments Bank Limited,upi,101.1,captured,,23,19
pay_northwind_1255,Bank of Baroda,upi,979.73,captured,,23,5
pay_northwind_1256,Bank Of India,upi,636.32,captured,,0,15
pay_northwind_1257,Punjab National Bank,upi,737.42,captured,,11,24
pay_northwind_1258,Bank Of India,upi,159.45,failed,payment_pending,0,18
pay_northwind_1259,Union Bank of India,card,358.11,captured,,23,9
pay_northwind_1260,HDFC Bank Ltd.,upi,25.92,captured,,17,1
pay_northwind_1261,State Bank of India,upi,1706.94,captured,,3,2
pay_northwind_1262,HDFC Bank Ltd.,upi,35.52,captured,,23,20
pay_northwind_1263,Fino Payments Bank Ltd.,upi,454.37,captured,,1,19
pay_northwind_1264,State Bank of India,upi,161.7,captured,,12,25
pay_northwind_1265,Indusind Bank Ltd.,upi,640.63,captured,,23,19
pay_northwind_1266,State Bank of India,upi,564.99,captured,,5,4
pay_northwind_1267,Axis Bank Ltd.,upi,172.61,captured,,3,28
pay_northwind_1268,HDFC Bank Ltd.,card,626.35,captured,,15,19
pay_northwind_1269,Union Bank of India,upi,85.56,captured,,5,18
pay_northwind_1270,Airtel Payments Bank Limited,upi,189.51,captured,,3,3
pay_northwind_1271,State Bank of India,upi,311.44,captured,,22,24
pay_northwind_1272,Bank of Baroda,upi,103.16,captured,,0,11
pay_northwind_1273,State Bank of India,upi,2200.63,captured,,4,14
pay_northwind_1274,Indian Bank,card,340.65,captured,,5,16
pay_northwind_1275,State Bank of India,upi,619.52,captured,,2,9
pay_northwind_1276,Federal Bank Ltd.,upi,88.53,captured,,5,26
pay_northwind_1277,Bank of Baroda,upi,1018.33,captured,,23,5
pay_northwind_1278,State Bank of India,upi,657.7,captured,,1,24
pay_northwind_1279,State Bank of India,upi,175.63,captured,,0,21
pay_northwind_1280,State Bank of India,upi,355.0,captured,,20,23
pay_northwind_1281,State Bank of India,upi,592.4,captured,,2,14
pay_northwind_1282,Punjab National Bank,card,932.08,captured,,4,7
pay_northwind_1283,India Post Payments Bank Limited,upi,465.66,failed,payment_collect_request_expired,5,25
pay_northwind_1284,HDFC Bank Ltd.,upi,971.29,captured,,3,3
pay_northwind_1285,Fino Payments Bank Ltd.,upi,1314.31,captured,,4,17
pay_northwind_1286,State Bank of India,upi,125.04,captured,,0,18
pay_northwind_1287,Axis Bank Ltd.,netbanking,12414.05,captured,,2,15
pay_northwind_1288,State Bank of India,upi,1726.7,captured,,1,12
pay_northwind_1289,Indian Overseas Bank,upi,833.78,captured,,5,9
pay_northwind_1290,State Bank of India,upi,111.82,captured,,2,16
pay_northwind_1291,Bank of Baroda,upi,421.85,captured,,2,16
pay_northwind_1292,Airtel Payments Bank Limited,netbanking,579.77,captured,,0,26
pay_northwind_1293,Kotak Mahindra Bank,upi,101.66,captured,,13,21
pay_northwind_1294,HDFC Bank Ltd.,upi,58.83,captured,,4,27
pay_northwind_1295,India Post Payments Bank Limited,upi,748.12,failed,authentication_failed,6,24
pay_northwind_1296,State Bank of India,upi,613.83,captured,,1,2
pay_northwind_1297,State Bank of India,card,1227.2,captured,,11,10
pay_northwind_1298,Indusind Bank Ltd.,upi,661.95,captured,,0,4
pay_northwind_1299,Punjab National Bank,upi,158.24,captured,,3,14
pay_northwind_1300,Punjab National Bank,upi,231.9,captured,,14,23
pay_northwind_1301,ICICI Bank Ltd.,upi,913.68,captured,,0,19
pay_northwind_1302,Bank of Maharashtra,upi,150.5,captured,,0,18
pay_northwind_1303,State Bank of India,upi,102.46,captured,,0,20
pay_northwind_1304,State Bank of India,upi,144.99,captured,,18,3
pay_northwind_1305,State Bank of India,upi,502.33,captured,,2,11
pay_northwind_1306,State Bank of India,upi,387.9,captured,,1,1
pay_northwind_1307,Airtel Payments Bank Limited,upi,259.8,captured,,17,22
pay_northwind_1308,State Bank of India,upi,2872.8,captured,,3,21
pay_northwind_1309,Union Bank of India,upi,294.94,captured,,3,22
pay_northwind_1310,Canara Bank,card,5.83,captured,,0,3
pay_northwind_1311,Indusind Bank Ltd.,upi,4026.61,captured,,5,7
pay_northwind_1312,Punjab National Bank,card,134.84,captured,,3,23
pay_northwind_1313,India Post Payments Bank Limited,upi,159.47,captured,,0,25
pay_northwind_1314,State Bank of India,upi,24266.74,captured,,0,1
pay_northwind_1315,Central Bank of India,upi,947.76,captured,,1,12
pay_northwind_1316,Kotak Mahindra Bank,upi,36.72,captured,,3,17
pay_northwind_1317,Bank Of India,upi,850.22,captured,,2,10
pay_northwind_1318,Indian Bank,upi,191.04,captured,,4,9
pay_northwind_1319,India Post Payments Bank Limited,card,660.7,captured,,2,3
pay_northwind_1320,ICICI Bank Ltd.,upi,576.92,captured,,12,8
pay_northwind_1321,Canara Bank,upi,878.95,failed,payment_risk_check_failed,2,28
pay_northwind_1322,HDFC Bank Ltd.,upi,884.15,captured,,22,27
pay_northwind_1323,State Bank of India,upi,20.56,captured,,2,1
pay_northwind_1324,State Bank of India,upi,664.89,captured,,5,13
pay_northwind_1325,State Bank of India,upi,946.12,captured,,15,27
pay_northwind_1326,HDFC Bank Ltd.,upi,892.96,captured,,4,25
pay_northwind_1327,HDFC Bank Ltd.,upi,564.72,captured,,3,21
pay_northwind_1328,Indian Bank,upi,511.71,captured,,1,5
pay_northwind_1329,Union Bank of India,upi,314.95,captured,,4,21
pay_northwind_1330,Bank of Baroda,upi,4252.29,failed,upi_intent_not_enabled,1,22
pay_northwind_1331,State Bank of India,upi,55.76,captured,,1,14
pay_northwind_1332,Axis Bank Ltd.,upi,8.8,captured,,14,5
pay_northwind_1333,State Bank of India,upi,2461.06,captured,,4,14
pay_northwind_1334,Bank of Baroda,upi,690.04,captured,,17,24
pay_northwind_1335,HDFC Bank Ltd.,upi,309.8,captured,,2,16
pay_northwind_1336,State Bank of India,upi,157.81,failed,payment_cancelled,23,27
pay_northwind_1337,State Bank of India,upi,206.52,captured,,14,12
pay_northwind_1338,India Post Payments Bank Limited,card,49.13,failed,transaction_frequency_limit_exceeded,1,1
pay_northwind_1339,ICICI Bank Ltd.,upi,29.1,captured,,3,1
pay_northwind_1340,Bank of Baroda,netbanking,208.1,captured,,1,26
pay_northwind_1341,Bank of Baroda,upi,4296.44,captured,,23,26
pay_northwind_1342,State Bank of India,upi,792.59,captured,,1,12
pay_northwind_1343,Airtel Payments Bank Limited,upi,547.21,captured,,5,4
pay_northwind_1344,Federal Bank Ltd.,upi,399.85,captured,,2,19
pay_northwind_1345,ICICI Bank Ltd.,upi,744.43,captured,,1,25
pay_northwind_1346,Indian Bank,card,983.52,captured,,23,24
pay_northwind_1347,ICICI Bank Ltd.,upi,178.84,captured,,2,7
pay_northwind_1348,Punjab National Bank,upi,915.16,failed,payment_declined,3,2
pay_northwind_1349,Union Bank of India,upi,976.2,captured,,4,3
pay_northwind_1350,State Bank of India,upi,4088.9,captured,,1,3
pay_northwind_1351,State Bank of India,upi,58.54,captured,,0,3
pay_northwind_1352,India Post Payments Bank Limited,upi,3380.08,captured,,17,24
pay_northwind_1353,Punjab National Bank,upi,79.61,captured,,3,24
pay_northwind_1354,India Post Payments Bank Limited,upi,565.38,captured,,23,12
pay_northwind_1355,State Bank of India,upi,363.88,captured,,12,18
pay_northwind_1356,Indian Bank,upi,620.46,captured,,1,21
pay_northwind_1357,Axis Bank Ltd.,card,997.39,captured,,4,11
pay_northwind_1358,Bank of Baroda,card,77.7,captured,,3,22
pay_northwind_1359,Canara Bank,upi,951.46,failed,payment_pending,23,19
pay_northwind_1360,HDFC Bank Ltd.,upi,1501.88,captured,,3,5
pay_northwind_1361,Union Bank of India,upi,565.48,captured,,0,12
pay_northwind_1362,Punjab National Bank,upi,878.35,captured,,1,23
pay_northwind_1363,State Bank of India,upi,968.33,captured,,1,28
pay_northwind_1364,Canara Bank,upi,414.54,failed,gateway_technical_error,23,27
pay_northwind_1365,State Bank of India,upi,507.63,captured,,7,14
pay_northwind_1366,State Bank of India,upi,1492.22,captured,,5,7
pay_northwind_1367,Axis Bank Ltd.,upi,293.76,captured,,1,5
pay_northwind_1368,Punjab National Bank,upi,897.05,captured,,1,11
pay_northwind_1369,State Bank of India,upi,17908.09,captured,,1,3
pay_northwind_1370,Canara Bank,upi,709.49,captured,,3,24
pay_northwind_1371,Axis Bank Ltd.,upi,787.32,captured,,2,10
pay_northwind_1372,State Bank of India,upi,24.97,captured,,4,19
pay_northwind_1373,State Bank of India,upi,663.57,captured,,1,9
pay_northwind_1374,Punjab National Bank,card,3544.73,captured,,4,18
pay_northwind_1375,Kotak Mahindra Bank,upi,696.63,captured,,22,24
pay_northwind_1376,Union Bank of India,upi,770.3,captured,,0,14
pay_northwind_1377,Indian Bank,upi,126.67,captured,,21,19
pay_northwind_1378,HDFC Bank Ltd.,upi,958.71,captured,,7,26
pay_northwind_1379,Union Bank of India,upi,962.02,failed,payment_session_expired,4,20
pay_northwind_1380,State Bank of India,upi,810.78,captured,,0,1
pay_northwind_1381,Kotak Mahindra Bank,card,194.05,captured,,12,12
pay_northwind_1382,ICICI Bank Ltd.,upi,990.4,captured,,3,1
pay_northwind_1383,Indian Bank,netbanking,94.04,captured,,5,24
pay_northwind_1384,Federal Bank Ltd.,upi,873.69,captured,,0,24
pay_northwind_1385,State Bank of India,upi,898.12,captured,,12,27
pay_northwind_1386,HDFC Bank Ltd.,upi,103.7,captured,,4,4
pay_northwind_1387,State Bank of India,upi,785.02,failed,transaction_daily_limit_exceeded,14,21
pay_northwind_1388,State Bank of India,upi,909.34,captured,,4,16
pay_northwind_1389,ICICI Bank Ltd.,upi,871.0,captured,,18,16
pay_northwind_1390,State Bank of India,upi,20.93,captured,,2,7
pay_northwind_1391,State Bank of India,upi,1837.61,captured,,3,11
pay_northwind_1392,Punjab National Bank,upi,491.41,captured,,23,10
pay_northwind_1393,ICICI Bank Ltd.,upi,355.73,captured,,2,7
pay_northwind_1394,State Bank of India,upi,703.03,captured,,3,16
pay_northwind_1395,Union Bank of India,upi,725.05,captured,,2,23
pay_northwind_1396,ICICI Bank Ltd.,upi,519.26,captured,,23,27
pay_northwind_1397,State Bank of India,upi,311.82,captured,,23,3
pay_northwind_1398,Bank of Maharashtra,upi,173.88,captured,,4,11
pay_northwind_1399,Punjab National Bank,upi,538.88,captured,,2,8
pay_northwind_1400,State Bank of India,upi,4635.45,captured,,2,21
pay_northwind_1401,Kotak Mahindra Bank,upi,365.44,captured,,2,8
pay_northwind_1402,ICICI Bank Ltd.,upi,44.97,captured,,14,19
pay_northwind_1403,Bank Of India,upi,4249.38,captured,,2,27
pay_northwind_1404,Fino Payments Bank Ltd.,upi,601.14,captured,,4,18
pay_northwind_1405,ICICI Bank Ltd.,upi,2472.11,captured,,2,21
pay_northwind_1406,Indian Bank,upi,2270.52,captured,,4,23
pay_northwind_1407,Punjab National Bank,netbanking,893.73,captured,,1,17
pay_northwind_1408,Indian Bank,upi,379.79,captured,,3,16
pay_northwind_1409,State Bank of India,upi,294.35,captured,,3,6
pay_northwind_1410,India Post Payments Bank Limited,upi,435.67,captured,,23,21
pay_northwind_1411,State Bank of India,card,521.95,captured,,23,24
pay_northwind_1412,Kotak Mahindra Bank,upi,77.47,captured,,19,18
pay_northwind_1413,Kotak Mahindra Bank,upi,155.56,failed,payment_pending,5,9
pay_northwind_1414,Punjab National Bank,upi,1244.12,captured,,4,12
pay_northwind_1415,Punjab National Bank,upi,919.52,failed,incorrect_otp,23,4
pay_northwind_1416,State Bank of India,upi,13.61,captured,,21,5
pay_northwind_1417,Canara Bank,upi,889.1,captured,,2,4
pay_northwind_1418,Punjab National Bank,netbanking,149.9,captured,,13,22
pay_northwind_1419,Kotak Mahindra Bank,card,46.38,captured,,23,24
pay_northwind_1420,HDFC Bank Ltd.,upi,253.04,captured,,2,25
pay_northwind_1421,Kotak Mahindra Bank,upi,657.02,captured,,4,3
pay_northwind_1422,ICICI Bank Ltd.,upi,854.0,captured,,4,11
pay_northwind_1423,State Bank of India,upi,614.08,captured,,5,22
pay_northwind_1424,UCO Bank,upi,773.71,captured,,23,23
pay_northwind_1425,Indian Bank,upi,711.23,failed,payment_cancelled,2,24
pay_northwind_1426,India Post Payments Bank Limited,upi,683.98,captured,,1,10
pay_northwind_1427,Axis Bank Ltd.,upi,495.81,captured,,15,8
pay_northwind_1428,HDFC Bank Ltd.,upi,3512.25,failed,credit_limit_exceeded,2,24
pay_northwind_1429,Bank Of India,upi,162.09,captured,,22,3
pay_northwind_1430,State Bank of India,upi,183.9,captured,,5,22
pay_northwind_1431,Union Bank of India,upi,4589.4,captured,,7,27
pay_northwind_1432,ICICI Bank Ltd.,upi,1783.87,captured,,5,19
pay_northwind_1433,ICICI Bank Ltd.,upi,2979.3,captured,,5,11
pay_northwind_1434,HDFC Bank Ltd.,upi,584.65,captured,,0,20
pay_northwind_1435,State Bank of India,upi,476.13,captured,,4,13
pay_northwind_1436,HDFC Bank Ltd.,upi,3748.27,captured,,4,24
pay_northwind_1437,Canara Bank,upi,419.46,captured,,19,12
pay_northwind_1438,HDFC Bank Ltd.,upi,708.84,captured,,19,25
pay_northwind_1439,State Bank of India,upi,656.89,captured,,1,17
pay_northwind_1440,State Bank of India,upi,12.72,captured,,9,8
pay_northwind_1441,Union Bank of India,upi,72.5,captured,,23,21
pay_northwind_1442,Bank of Baroda,card,68.53,captured,,0,23
pay_northwind_1443,India Post Payments Bank Limited,upi,4345.29,captured,,4,15
pay_northwind_1444,State Bank of India,card,286.14,captured,,22,1
pay_northwind_1445,State Bank of India,upi,2797.73,captured,,1,27
pay_northwind_1446,State Bank of India,upi,800.01,captured,,1,12
pay_northwind_1447,State Bank of India,upi,841.24,failed,payment_session_expired,1,7
pay_northwind_1448,Bank of Baroda,upi,4258.62,captured,,1,23
pay_northwind_1449,Airtel Payments Bank Limited,upi,632.49,failed,pin_attempts_exceeded,5,24
pay_northwind_1450,Bank of Baroda,upi,103.05,captured,,5,6
pay_northwind_1451,Indian Bank,upi,277.67,captured,,23,4
pay_northwind_1452,State Bank of India,upi,403.85,captured,,5,21
pay_northwind_1453,State Bank of India,upi,780.77,captured,,12,26
pay_northwind_1454,India Post Payments Bank Limited,upi,179.74,captured,,17,21
pay_northwind_1455,Indian Overseas Bank,card,646.16,captured,,5,7
pay_northwind_1456,State Bank of India,upi,660.66,captured,,23,26
pay_northwind_1457,HDFC Bank Ltd.,upi,187.16,captured,,5,11
pay_northwind_1458,Airtel Payments Bank Limited,card,214.16,captured,,5,3
pay_northwind_1459,Indusind Bank Ltd.,upi,70.08,captured,,0,11
pay_northwind_1460,Indian Overseas Bank,upi,1795.55,captured,,0,17
pay_northwind_1461,India Post Payments Bank Limited,upi,993.02,captured,,7,21
pay_northwind_1462,Kotak Mahindra Bank,upi,282.33,captured,,3,7
pay_northwind_1463,State Bank of India,upi,223.92,captured,,17,4
pay_northwind_1464,State Bank of India,upi,456.53,captured,,5,27
pay_northwind_1465,HDFC Bank Ltd.,upi,116.96,captured,,2,1
pay_northwind_1466,Indian Bank,card,845.94,captured,,1,20
pay_northwind_1467,State Bank of India,upi,1672.26,captured,,13,12
pay_northwind_1468,Axis Bank Ltd.,upi,248.89,captured,,2,27
pay_northwind_1469,Bank of Baroda,upi,942.55,captured,,5,8
pay_northwind_1470,Canara Bank,netbanking,733.31,captured,,0,15
pay_northwind_1471,Federal Bank Ltd.,upi,547.75,captured,,3,25
pay_northwind_1472,Canara Bank,upi,390.11,captured,,15,14
pay_northwind_1473,ICICI Bank Ltd.,upi,269.99,captured,,2,24
pay_northwind_1474,Central Bank of India,netbanking,116.52,captured,,18,9
pay_northwind_1475,State Bank of India,upi,69.03,captured,,4,1
pay_northwind_1476,State Bank of India,upi,16.78,captured,,9,8
pay_northwind_1477,Indian Bank,upi,116.76,captured,,3,7
pay_northwind_1478,Kotak Mahindra Bank,upi,136.93,captured,,5,12
pay_northwind_1479,Axis Bank Ltd.,upi,842.48,captured,,13,28
pay_northwind_1480,Union Bank of India,upi,958.86,captured,,15,1
pay_northwind_1481,Bank of Baroda,upi,374.41,captured,,4,22
pay_northwind_1482,Union Bank of India,netbanking,630.92,captured,,22,16
pay_northwind_1483,HDFC Bank Ltd.,card,704.52,captured,,5,23
pay_northwind_1484,Bank of Baroda,upi,818.18,captured,,23,14
pay_northwind_1485,State Bank of India,upi,325.43,captured,,1,8
pay_northwind_1486,State Bank of India,upi,109.97,failed,invalid_device,19,12
pay_northwind_1487,Indian Overseas Bank,upi,118.68,captured,,0,3
pay_northwind_1488,State Bank of India,card,357.78,captured,,5,9
pay_northwind_1489,State Bank of India,card,1224.8,failed,incorrect_pin,23,23
pay_northwind_1490,Bank of Baroda,upi,930.82,captured,,0,3
pay_northwind_1491,Bank Of India,upi,385.58,captured,,2,18
pay_northwind_1492,State Bank of India,upi,27.48,captured,,2,10
pay_northwind_1493,State Bank of India,card,113.61,failed,international_transaction_not_allowed,1,26
pay_northwind_1494,Kotak Mahindra Bank,card,14.17,captured,,0,17
pay_northwind_1495,Indian Overseas Bank,upi,695.83,failed,transaction_daily_count_exceeded,4,17
pay_northwind_1496,Bank of Maharashtra,upi,3489.48,captured,,8,19
pay_northwind_1497,Indian Bank,upi,1620.79,captured,,4,14
pay_northwind_1498,HDFC Bank Ltd.,upi,148.51,captured,,2,9
pay_northwind_1499,State Bank of India,upi,4195.23,captured,,1,6
pay_northwind_1500,State Bank of India,upi,640.78,captured,,23,16
pay_northwind_1501,India Post Payments Bank Limited,upi,4559.57,captured,,3,23
pay_northwind_1502,Kotak Mahindra Bank,upi,314.61,captured,,5,3
pay_northwind_1503,HDFC Bank Ltd.,upi,71.51,captured,,1,17
pay_northwind_1504,State Bank of India,upi,302.52,captured,,5,10
pay_northwind_1505,Indusind Bank Ltd.,upi,865.55,captured,,5,10
pay_northwind_1506,Punjab National Bank,card,2449.0,captured,,2,7
pay_northwind_1507,Union Bank of India,upi,61.58,captured,,1,9
pay_northwind_1508,UCO Bank,upi,652.73,captured,,1,27
pay_northwind_1509,State Bank of India,upi,4682.36,captured,,5,13
pay_northwind_1510,State Bank of India,upi,58.87,failed,transaction_daily_limit_exceeded,13,1
pay_northwind_1511,State Bank of India,upi,114.83,captured,,18,8
pay_northwind_1512,State Bank of India,upi,579.08,captured,,19,20
pay_northwind_1513,State Bank of India,upi,584.42,captured,,4,15
pay_northwind_1514,State Bank of India,upi,973.45,captured,,1,5
pay_northwind_1515,India Post Payments Bank Limited,upi,460.5,captured,,0,16
pay_northwind_1516,Fino Payments Bank Ltd.,card,16.78,captured,,0,28
pay_northwind_1517,Kotak Mahindra Bank,upi,118.02,captured,,4,7
pay_northwind_1518,HDFC Bank Ltd.,upi,734.42,captured,,5,21
pay_northwind_1519,ICICI Bank Ltd.,upi,826.22,captured,,4,7
pay_northwind_1520,Bank of Maharashtra,upi,93.51,captured,,22,17
pay_northwind_1521,HDFC Bank Ltd.,upi,271.31,captured,,1,8
pay_northwind_1522,Indusind Bank Ltd.,upi,933.17,captured,,2,15
pay_northwind_1523,Axis Bank Ltd.,upi,4930.89,captured,,4,25
pay_northwind_1524,State Bank of India,upi,389.84,captured,,0,8
pay_northwind_1525,Indian Bank,upi,944.58,captured,,5,24
pay_northwind_1526,HDFC Bank Ltd.,upi,511.76,captured,,7,7
pay_northwind_1527,State Bank of India,upi,165.21,captured,,23,6
pay_northwind_1528,Union Bank of India,upi,207.27,captured,,3,27
pay_northwind_1529,Bank of Baroda,upi,687.89,failed,upi_collect_not_enabled,2,9
pay_northwind_1530,HDFC Bank Ltd.,upi,279.31,captured,,23,5
pay_northwind_1531,HDFC Bank Ltd.,upi,377.51,captured,,23,8
pay_northwind_1532,Bank Of India,upi,55.02,failed,payment_collect_request_expired,2,20
pay_northwind_1533,HDFC Bank Ltd.,upi,746.24,captured,,1,16
pay_northwind_1534,Bank Of India,upi,925.06,failed,insufficient_funds,23,4
pay_northwind_1535,Bank of Baroda,upi,384.16,failed,insufficient_funds,23,4
pay_northwind_1536,Indian Bank,upi,836.9,failed,debit_declined,4,28
pay_northwind_1537,State Bank of India,upi,807.08,captured,,2,25
pay_northwind_1538,ICICI Bank Ltd.,upi,720.32,failed,payment_session_expired,2,15
pay_northwind_1539,Union Bank of India,upi,118.23,failed,payment_declined_due_to_high_traffic,4,11
pay_northwind_1540,State Bank of India,upi,782.28,captured,,8,3
pay_northwind_1541,HDFC Bank Ltd.,upi,2198.2,captured,,2,16
pay_northwind_1542,Bank of Baroda,upi,875.46,captured,,20,25
pay_northwind_1543,Union Bank of India,upi,151.39,captured,,5,15
pay_northwind_1544,HDFC Bank Ltd.,upi,326.48,captured,,1,25
pay_northwind_1545,India Post Payments Bank Limited,upi,408.04,captured,,5,28
pay_northwind_1546,Canara Bank,upi,257.65,captured,,5,23
pay_northwind_1547,State Bank of India,upi,858.92,captured,,3,9
pay_northwind_1548,State Bank of India,card,729.7,captured,,20,9
pay_northwind_1549,Bank of Baroda,upi,726.64,captured,,20,20
pay_northwind_1550,State Bank of India,upi,123.39,captured,,5,23
pay_northwind_1551,State Bank of India,upi,36.14,captured,,0,4
pay_northwind_1552,Kotak Mahindra Bank,upi,3483.07,failed,transaction_daily_count_exceeded,2,11
pay_northwind_1553,State Bank of India,upi,209.75,captured,,2,19
pay_northwind_1554,Canara Bank,upi,77.42,captured,,0,8
pay_northwind_1555,Bank of Baroda,upi,274.23,failed,collect_request_pending,3,11
